NAME	TITLE	SCORE	
GSN		8.956445	
HEPN1		8.936493	
FAM83D		8.924682	
TPX2		8.899158	
LOC388152		8.890988	
POSTN		8.876146	
COL6A6		8.870025	
GFRA2		8.859759	
SYNGR3		8.849892	
KREMEN2		8.844459	
TFR2		8.838142	
MAPK10		8.834242	
PNCK		8.807225	
CILP2		8.742325	
ADH1C		8.722764	
TACC1		8.712494	
LOC283392		8.708453	
HIF3A		8.700887	
CNTFR		8.6972275	
ODZ1		8.675433	
MME		8.670022	
PAPPA2		8.631355	
PDK4		8.612897	
S1PR1		8.606566	
MAMDC2		8.594416	
IL11RA		8.574624	
IGSF10		8.5652	
FABP4		8.563736	
CCDC69		8.544449	
EPAS1		8.539482	
SMS		8.536033	
LRRC15		8.53368	
ANGPT1		8.502412	
C7orf41		8.4238825	
TNMD		8.422865	
UBE2C		8.422458	
PRKAR2B		8.416599	
IGFBP6		8.40667	
ANLN		8.394436	
MASP1		8.394048	
PTPRB		8.38886	
SRPX		8.373876	
LOC55908		8.342454	
TNNI3		8.306514	
MAST1		8.300154	
FAM13A		8.285133	
ZNF695		8.270254	
TMEM215		8.239581	
C17orf91		8.237271	
ADHFE1		8.23211	
CHL1		8.227118	
CRIM1		8.219088	
DPT		8.20268	
GPBAR1		8.197166	
CDCA2		8.1879835	
NOVA1		8.168405	
TRIM59		8.1624775	
TMEM37		8.154213	
C7orf58		8.120632	
FGFBP2		8.109304	
PRRT4		8.073345	
CCL11		8.0671425	
EPYC		8.011463	
C1orf183		7.9676647	
ANK2		7.9380703	
SLC29A1		7.932723	
TUSC5		7.931904	
PDE11A		7.915041	
PTGER4		7.891599	
ANGPTL5		7.8706775	
AADAC		7.8614054	
PAQR4		7.845526	
UTRN		7.8406367	
MMRN1		7.840601	
PEBP4		7.830468	
CAV1		7.822705	
PLK1		7.8129873	
COL22A1		7.8009324	
NUF2		7.7949433	
PDE3B		7.792186	
SNRNP25		7.790956	
NOTUM		7.7585907	
TRDN		7.7533317	
THRSP		7.7514315	
POC1A		7.7328587	
PLSCR4		7.7026944	
APOA1BP		7.7012506	
TRHDE		7.697811	
C11orf53		7.6895876	
EBF3		7.6793966	
PHF17		7.678697	
TRIB3		7.6733913	
CNIH2		7.655953	
MELK		7.6340556	
LRRN4CL		7.62692	
C10orf128		7.603558	
PBLD		7.5846543	
C14orf49		7.5828867	
C18orf34		7.5781317	
SLC16A12		7.5376215	
HNMT		7.5288277	
SLC22A12		7.517184	
GPRC5A		7.4908977	
PKMYT1		7.483175	
ANGPT4		7.460616	
TSHZ2		7.4482675	
AKAP2		7.435789	
STAB2		7.43176	
SOX17		7.4303374	
GPX3		7.42808	
CEP68		7.424043	
TNS1		7.402205	
MMP1		7.39189	
FIGF		7.386377	
ITPRIPL1		7.3781805	
SIK2		7.3519254	
CYP26B1		7.3278465	
LOC145820		7.3106785	
BMP8A		7.308109	
PARN		7.273832	
PPAP2B		7.2643495	
FOXM1		7.259461	
ABCC6P1		7.2568135	
ADRB2		7.2517276	
DMGDH		7.2487936	
GLP2R		7.2383037	
SHCBP1		7.2376704	
ZBTB16		7.2079983	
ACACB		7.199374	
SGOL1		7.1825814	
RBP7		7.1822963	
CDH2		7.1767416	
METTL7A		7.173094	
ADAM19		7.1682844	
ALDH1A2		7.1672826	
UTS2		7.166605	
CCDC78		7.1655087	
LMO3		7.147238	
CD34		7.1314917	
BUB1		7.1251674	
FXYD1		7.10907	
RUNX2		7.10095	
KLRF1		7.100148	
LIMS2		7.0734773	
GIMAP8		7.0616374	
TWIST2		7.05972	
ARSI		7.050095	
CCNB2		7.0353546	
CXCR2		7.0274715	
GPR37L1		7.010045	
GINS1		7.00873	
TRIP13		6.995331	
PID1		6.9936986	
SLC25A18		6.9927206	
LHCGR		6.9897466	
NCAPH		6.98413	
TTK		6.982919	
MUSTN1		6.966172	
CEBPA		6.9657207	
TRIM22		6.960004	
SAA2		6.9569273	
RILP		6.94599	
COMP		6.9422092	
ZNF239		6.9271727	
CSN1S1		6.9252853	
MCM2		6.924346	
C1QTNF1		6.9178433	
CDK1		6.916969	
MEOX2		6.9157767	
BHMT2		6.9123645	
TMEM100		6.910336	
COL1A1		6.8908195	
ROBO2		6.889905	
PEAR1		6.887906	
WISP1		6.8869677	
PTPRM		6.8369694	
CDCA3		6.8229914	
IRAK3		6.8184743	
NKAPL		6.814021	
CTSG		6.812684	
EBF2		6.806457	
P4HA3		6.7871695	
MOSC1		6.7849956	
GHR		6.782596	
PPAP2A		6.775708	
CMA1		6.7616634	
EME1		6.761484	
SLC27A3		6.7598953	
NLRP1		6.7573695	
PRELP		6.7558475	
CREB5		6.7550244	
TLX1		6.748801	
KIF23		6.7388926	
PARP1		6.7371283	
AURKB		6.727722	
PLAC9		6.7202616	
TIMM17B		6.717444	
CAV2		6.715465	
KIF20A		6.701687	
C7orf70		6.6957746	
SKA3		6.6948605	
SPESP1		6.6895742	
CD209		6.6889057	
RASSF3		6.6795216	
ADH1B		6.6684184	
PCOLCE2		6.661468	
BMP3		6.6540394	
C20orf160		6.652716	
GPC3		6.650412	
THSD1		6.6435223	
HJURP		6.642446	
MYH11		6.6382065	
KLHL31		6.6378655	
C1QTNF6		6.633275	
MMP28		6.628997	
UNC5B		6.600496	
GPER		6.59972	
DLGAP2		6.595378	
LOC572558		6.5940332	
CXCL12		6.586726	
PC		6.584167	
TROAP		6.583584	
FAM69A		6.576053	
THOC3		6.5635095	
PTTG1		6.561649	
RELN		6.554485	
TLR4		6.539634	
PROKR1		6.5292063	
NEK2		6.521704	
FN1		6.5132318	
ARF1		6.5064087	
TDO2		6.5055113	
RANBP17		6.5046935	
GYPC		6.486447	
PRCD		6.483467	
CXCR4		6.4803686	
EFHA2		6.480106	
SHISA3		6.476634	
LHFP		6.4684157	
FAM180B		6.4659324	
SLC7A10		6.4607186	
CENPE		6.45492	
CD276		6.448093	
LRRC2		6.4399877	
SVEP1		6.437025	
LOC728554		6.436624	
RAD54L		6.428784	
FBLN5		6.4281197	
LGI4		6.4135528	
FOXO1		6.41245	
LILRB5		6.405437	
NUSAP1		6.402743	
GIPC2		6.384682	
C1orf135		6.38152	
PCCA		6.3766937	
PPP2R1B		6.371815	
ABCD4		6.362777	
CLCN2		6.3534727	
SLC16A7		6.351071	
FMOD		6.347998	
UCA1		6.345671	
CDCA8		6.344034	
TSHR		6.3424773	
CTHRC1		6.338972	
AIFM2		6.334492	
KIF18A		6.330248	
SKA1		6.3269496	
ARHGEF15		6.3265266	
KIAA1024		6.311152	
LTBP4		6.3100834	
CEP55		6.310051	
ASAM		6.3028097	
TENC1		6.296546	
CLDN5		6.2888584	
MMRN2		6.2833776	
SHE		6.2743754	
CPM		6.2613688	
KIF22		6.260954	
ATG9B		6.2592454	
PTH1R		6.2584777	
ACOT2		6.2508607	
TPO		6.248223	
SYNPO2		6.237216	
TOP2A		6.2301	
TFB2M		6.216422	
GPIHBP1		6.2111707	
SLIT3		6.205627	
CCNE2		6.2054105	
C16orf59		6.204545	
GALNTL2		6.200931	
MCM4		6.2008824	
NIPSNAP3B		6.194811	
CAT		6.192019	
FANCI		6.1913743	
GIMAP6		6.1910186	
PRC1		6.1859665	
ANGPTL1		6.182264	
AURKA		6.1774096	
NECAB1		6.1728396	
FILIP1		6.1709876	
C10orf54		6.166483	
FAM89A		6.161984	
C8orf38		6.1424932	
UBE2T		6.1371694	
GLDC		6.117893	
ERCC6L		6.1144633	
ADCY4		6.1140018	
TACR1		6.111311	
XKRX		6.1052	
CDC20		6.1045685	
HHATL		6.097864	
ABCC6		6.0962634	
MAD2L1		6.0962615	
PLD5		6.085776	
DOCK11		6.0818877	
MRGPRX2		6.0734286	
ADIPOQ		6.070477	
E2F8		6.0494156	
ABHD6		6.0478315	
HSD11B1		6.0351815	
TMEM195		6.0334625	
NLGN1		6.029362	
PLCXD3		6.0293455	
RAD51		6.026446	
PKDCC		6.0162454	
CDO1		6.0108905	
SAA1		6.0104136	
PTGFR		6.01006	
POLR3K		6.008774	
BUB1B		6.002542	
TLN2		6.000128	
CACNA2D1		5.998439	
HEATR2		5.9964643	
CDC7		5.994183	
KCTD12		5.993888	
PLEKHH2		5.9925666	
OSBP2		5.9879603	
CDC6		5.987447	
NDC80		5.985699	
CDCA5		5.9827676	
JAK2		5.973413	
ACOT1		5.972897	
C11orf93		5.9707885	
EMILIN2		5.967083	
KIF14		5.965516	
USHBP1		5.96318	
FAM54A		5.961422	
AKAP6		5.9588304	
KCNG1		5.955553	
AGTR1		5.951714	
MYO15B		5.9386945	
POLQ		5.9368024	
TEK		5.9352155	
ANKRD29		5.92517	
ZBED3		5.923459	
ECHDC1		5.919692	
CES4		5.917756	
ERG		5.91772	
SOX11		5.913659	
OIP5		5.909748	
GPR120		5.908971	
MCM10		5.9052844	
C2orf84		5.900531	
HMGB3		5.88242	
SCN9A		5.882094	
SCARA5		5.879016	
LOC728264		5.8769264	
GAPDH		5.870953	
SNTG2		5.8705826	
CASQ2		5.8641543	
PGA3		5.863052	
KIF4A		5.8614635	
SLC8A2		5.8599663	
LOC90586		5.8591785	
ONECUT2		5.8559494	
TNFRSF8		5.855402	
GRIA1		5.8495007	
UBE2S		5.8489676	
AKAP12		5.847517	
CBX2		5.84367	
TLL2		5.8396997	
IQGAP3		5.8391128	
NNAT		5.837741	
DTX1		5.834769	
ORC6L		5.829666	
PNPLA2		5.8196154	
MATN2		5.8171043	
PREX2		5.810919	
THSD7A		5.8036776	
PLEKHM3		5.795329	
CENPF		5.7900386	
GNAI1		5.789933	
WBSCR28		5.78169	
ADM2		5.778995	
IQSEC3		5.775742	
LOC148709		5.7535634	
SEC14L4		5.73422	
FOXP2		5.7267013	
EIF2AK1		5.7262063	
DGCR9		5.7242007	
DST		5.71697	
CDT1		5.7083497	
ASPM		5.698032	
SCT		5.69509	
DLGAP5		5.6860237	
CLEC5A		5.6856956	
TMEM178		5.683781	
QPCT		5.6822705	
BEX1		5.6714363	
STX11		5.6702857	
SASH1		5.6691236	
E2F2		5.6672773	
C3orf67		5.657979	
ELMOD3		5.6560607	
KIF11		5.652327	
CXCL10		5.6498713	
BMPER		5.6478176	
TUBB3		5.6466227	
CCNB1		5.6443977	
GIMAP5		5.6389112	
KIF18B		5.637158	
ANGPTL7		5.633899	
SRPK3		5.631997	
FOLR2		5.6314974	
CDKN1C		5.6234436	
CCL20		5.617487	
RAD54B		5.6159496	
GPR109A		5.6140547	
SLC38A5		5.605961	
LDB2		5.6019874	
GPC2		5.597034	
SALL4		5.596059	
ZFP64		5.593987	
SH3D19		5.59005	
RECQL4		5.5893908	
GTSE1		5.5817013	
SECISBP2L		5.577599	
CENPI		5.5753536	
MEG3		5.5738792	
LYPD1		5.5684624	
DEPDC1		5.5599895	
ASF1B		5.55903	
BLM		5.556132	
SEMA7A		5.5541196	
RASIP1		5.5536356	
RNF125		5.547809	
APBA2		5.541698	
CD302		5.5343704	
CA3		5.5312095	
MYT1		5.5144305	
EXO1		5.5129333	
PNPLA7		5.5119267	
CDKN3		5.510824	
RAD51AP1		5.5045495	
KIF1A		5.496803	
TAL1		5.4962897	
ENTHD1		5.4883857	
ADRBK2		5.4856954	
ARHGAP6		5.484547	
RNF187		5.4789968	
PLXNA4		5.47578	
LOC650368		5.4751687	
SV2B		5.469146	
TMEM151A		5.465316	
CHST11		5.4633226	
TMEM79		5.4632573	
KLHL33		5.4516516	
FAM149A		5.44939	
KPNA2		5.4480615	
SLC9A9		5.4304457	
CENPW		5.425367	
TARS2		5.4195013	
HLF		5.412753	
ZWILCH		5.408901	
NCAPG		5.404514	
ULBP1		5.400935	
HDC		5.3908863	
GNG2		5.389997	
ESM1		5.3836436	
PCSK1N		5.383008	
XRCC2		5.381796	
XPNPEP2		5.37198	
FKBP10		5.370266	
CPXM2		5.3698916	
C1QTNF2		5.369249	
KIAA0101		5.3643384	
SGK2		5.3515043	
RRM2		5.345306	
FAM108C1		5.3425674	
PDZD2		5.337654	
RETSAT		5.3368187	
CENPA		5.3355317	
DCTPP1		5.3338737	
RPL39L		5.327232	
WHAMML2		5.3244853	
FANCA		5.3214436	
NEIL3		5.320878	
ACSL1		5.3160224	
KAT2B		5.315807	
C20orf103		5.307542	
NUAK2		5.306904	
RAMP1		5.3061337	
MAL2		5.3056555	
MYO16		5.2958393	
FCN2		5.2899365	
C4orf32		5.289086	
TTLL10		5.287392	
CCL14		5.2858706	
SLC24A2		5.281643	
TMEM158		5.2791624	
CAPN11		5.279097	
HMGA2		5.278375	
PCDHB3		5.2735868	
SC65		5.270465	
SLCO1C1		5.2643843	
GPR17		5.2526474	
BOLA2		5.239844	
LRRN3		5.230926	
MKI67		5.2297926	
ERVFRDE1		5.2243147	
MFAP5		5.2236714	
AVPR2		5.216404	
DOC2B		5.214164	
ASNS		5.2122693	
TBX15		5.207716	
SULT1C4		5.2032843	
HSDL2		5.202144	
SPTBN1		5.200711	
SULF1		5.1987424	
ESPL1		5.1962028	
LMX1A		5.1958694	
EPRS		5.186196	
CASK		5.181175	
ARHGAP20		5.1800647	
GNG11		5.176164	
NKD2		5.175225	
CXCR7		5.170096	
EZH2		5.156062	
ABCA6		5.154855	
APBB1IP		5.15194	
CYGB		5.1508355	
SMYD1		5.1501527	
CSMD2		5.14666	
TPI1		5.1447973	
ADCY2		5.138482	
RACGAP1		5.1374116	
KLF14		5.1345663	
DDR2		5.133671	
PRAF2		5.1276336	
RCOR2		5.126416	
TIGD3		5.126273	
HHIPL2		5.125742	
KDM5B		5.125537	
PGM5		5.117835	
C8orf76		5.1153307	
KIF2C		5.114945	
C20orf111		5.1110787	
FAM64A		5.097911	
PDE5A		5.092885	
COL5A1		5.0907917	
ALPK3		5.0904913	
MCCC1		5.0858164	
HAPLN1		5.0735316	
CLSPN		5.062275	
C5orf13		5.0581346	
LCTL		5.057777	
ANKRD53		5.045576	
HAGHL		5.0396657	
CHST6		5.0351167	
SPAG5		5.035043	
LOC415056		5.033946	
GPR133		5.0337143	
WDR62		5.032602	
CDH11		5.0322323	
STX6		5.0317407	
GIMAP7		5.029924	
GDF10		5.0209904	
KCNA6		5.0164003	
NR5A2		5.0087075	
LOC339524		5.00528	
LSM14B		5.003211	
ZNF213		4.9964657	
FOXN3		4.9959197	
S100A16		4.9956965	
TCF21		4.9903936	
ADAMTS1		4.9883313	
BCL2L2		4.9865274	
HOXB8		4.9863415	
ECM2		4.9775977	
CXorf36		4.973775	
ALDH18A1		4.9700546	
CKAP2L		4.966669	
GTF2IRD1		4.9660277	
C13orf33		4.9620533	
CFP		4.961654	
ADAR		4.956862	
CLIC5		4.9535184	
ORC5L		4.9519396	
FZD5		4.9494224	
FAM71E1		4.949117	
DLL3		4.948802	
EYS		4.9483204	
MAPK15		4.945704	
XPO6		4.9440484	
CENPM		4.944024	
ACO1		4.9426947	
CORO2B		4.9342213	
HELLS		4.9301314	
CDC45		4.9282894	
DPCD		4.9257026	
HPRT1		4.922438	
FMO3		4.9200172	
TNNT3		4.918697	
ITIH4		4.9142737	
HMMR		4.9136395	
E2F5		4.9133043	
TMEM220		4.9131985	
SLC25A34		4.910627	
C6		4.9094024	
C1QTNF9		4.908699	
UCP2		4.9085584	
JTB		4.9043393	
KIF26B		4.901539	
TXNIP		4.898796	
MEOX1		4.898692	
SPC25		4.89838	
ALDH2		4.898177	
UTS2D		4.8969016	
COX6C		4.8883133	
CA9		4.8814993	
MT1M		4.87761	
RIPK2		4.8752832	
C16orf13		4.8729687	
TBL2		4.872407	
PKD1L2		4.871892	
SOX5		4.8717265	
CCDC46		4.8691626	
EPB41L3		4.8639903	
LOC550643		4.8616104	
PPP4C		4.8597746	
F10		4.857285	
GNE		4.856134	
C8orf30A		4.8559604	
RNF157		4.853756	
SULF2		4.8452144	
VSX2		4.842917	
ME3		4.841323	
DDN		4.8383555	
ATP1A3		4.837734	
MORN3		4.8353567	
TLCD1		4.826296	
LOC283867		4.824974	
CCL13		4.8224764	
VWA5B2		4.819249	
DNASE1		4.814035	
KIF15		4.813312	
ACADM		4.8098874	
CAPS		4.808926	
C1orf95		4.806943	
SLC7A11		4.8064866	
MEX3A		4.806254	
FZD2		4.8034697	
C15orf42		4.8017063	
CD80		4.8004107	
CASC5		4.7876253	
PPM1E		4.782574	
C3orf55		4.782571	
PRSS1		4.7787747	
BANK1		4.778	
ROBO4		4.776538	
ACOT7		4.776193	
CKAP4		4.7745533	
ZC3H12C		4.7742233	
POP7		4.7719817	
CCNA2		4.770969	
CLEC1A		4.7697864	
TDRKH		4.7693877	
TLX1NB		4.7689714	
HN1		4.7667003	
TSPAN7		4.763253	
RUNDC3A		4.758005	
UMODL1		4.7447743	
SYT15		4.7443504	
MND1		4.7440205	
C8orf51		4.7400355	
ITSN1		4.739171	
ATAD2		4.7390046	
SYNM		4.738505	
ALDH1A1		4.736002	
FUT5		4.7303715	
GPR109B		4.726889	
ACSM2A		4.7267065	
TMEM88		4.7243295	
SAV1		4.722557	
LINGO1		4.721143	
TMEM106C		4.720604	
RHOXF1		4.720263	
TBC1D10B		4.71955	
EPHB6		4.7182865	
PDE1B		4.717208	
ATP8A1		4.7156997	
ADH5		4.7153373	
C6orf129		4.710391	
TOMM34		4.705064	
BDH2		4.689117	
LOC286467		4.687128	
CDK5R1		4.6865854	
MMD		4.686559	
AP3B2		4.683518	
CAMK2A		4.680957	
PCYOX1		4.679871	
FGD1		4.6772075	
CCDC36		4.671555	
EEF1A2		4.6688147	
CCNE1		4.6611176	
WFIKKN2		4.658563	
COPB2		4.655771	
LASS2		4.655651	
PSRC1		4.6532836	
LOH3CR2A		4.6501665	
SLC8A1		4.6481385	
BAI3		4.64681	
LOC339290		4.64363	
SULT4A1		4.6422257	
E2F1		4.6409745	
NKX3		4.6364627	
EHD2		4.6345744	
CYFIP2		4.6318674	
HDGF		4.631484	
LPL		4.6259494	
RNFT2		4.6230845	
SLC16A3		4.614448	
S100P		4.6049514	
RAPGEF3		4.604119	
ZNF366		4.603021	
RPUSD1		4.6000347	
STXBP1		4.5987434	
NME1		4.594623	
PCNX		4.5939813	
RPGRIP1L		4.591669	
SPOCD1		4.5881777	
AMMECR1		4.58101	
KIAA1524		4.5773773	
TPM3		4.5691423	
ZAK		4.5663114	
VSIG1		4.566117	
SHMT2		4.566112	
CSTF2		4.565976	
VCAN		4.565306	
KLF2		4.558341	
PRR7		4.558232	
CIT		4.5578537	
PALMD		4.5576715	
SMC4		4.5544977	
MYCBP2		4.553858	
ARID5B		4.5526834	
LOC283856		4.552515	
CDKN2A		4.5353146	
CCBE1		4.532111	
OXTR		4.530389	
DEPDC1B		4.5260925	
DCAF13		4.522722	
RANGAP1		4.5187345	
SPRY1		4.5161495	
PSENEN		4.5157638	
CHML		4.514886	
GPR116		4.5120783	
RCC2		4.510145	
DTL		4.509131	
C9orf95		4.5082774	
GSG2		4.505678	
C19orf45		4.4991474	
LOC643719		4.4976025	
PTGDS		4.4949336	
CDH23		4.4928007	
GARS		4.492508	
CORIN		4.4917407	
LMNB1		4.4855876	
GDPD5		4.483943	
F8		4.4787536	
CELSR3		4.4753346	
CFH		4.4747195	
KLF15		4.4731126	
TUBA1C		4.4715667	
CDON		4.46543	
TRIM46		4.462858	
GRIK1		4.4595046	
CDH5		4.4560537	
DGAT2		4.455904	
NDN		4.4548893	
TRAIP		4.453715	
C11orf82		4.453537	
ARTN		4.45308	
PRR11		4.451499	
DENND2A		4.4504676	
PCDH19		4.450301	
TRAK2		4.4481225	
RPL26L1		4.446438	
TNFRSF9		4.440129	
C2CD2		4.439999	
FAM40B		4.438409	
PAFAH1B3		4.438353	
MCAM		4.4373226	
SHROOM2		4.4343743	
TRIM7		4.430987	
MLF1IP		4.4285502	
C12orf48		4.4224496	
PRUNE2		4.4171247	
SYN1		4.415007	
PSG5		4.4130154	
PTPN21		4.4097624	
HIST2H4A		4.406865	
NR3C1		4.406145	
UBQLN4		4.404974	
PTPRN2		4.4045205	
DAAM2		4.4042134	
SIGLEC11		4.4025455	
LRRTM2		4.4008136	
RNASEH2A		4.3983164	
LY6G6C		4.3944726	
C21orf34		4.393782	
ARHGAP10		4.3935738	
RAB36		4.3858833	
SMAD9		4.3857675	
INTS8		4.384683	
TK2		4.384311	
ZWINT		4.379124	
PCDH17		4.3787465	
ADORA2A		4.3781605	
MMP9		4.3775086	
GPRASP1		4.3747735	
PDCD6		4.372738	
IL33		4.371828	
CCT3		4.370066	
HM13		4.3684897	
RSPO4		4.3684354	
C1orf35		4.3676963	
CCL16		4.366739	
SLC7A5		4.365528	
FOXJ1		4.3615117	
INMT		4.3569784	
MECOM		4.355336	
ISG20L2		4.354083	
RDH16		4.3529425	
TMEM92		4.351656	
CETP		4.3513308	
CSF1		4.3480654	
FAM72A		4.3460884	
PRDM16		4.344902	
CHAC1		4.3406277	
SYNE1		4.34051	
KANK3		4.337182	
ADAM12		4.336981	
ADAM33		4.3361006	
MAB21L1		4.3354955	
S100A14		4.323375	
RIMKLA		4.3207555	
HMGA1		4.3200946	
MTBP		4.319088	
BAX		4.318477	
SMYD3		4.3184295	
MAP1B		4.3134317	
FGFR1		4.313234	
COPZ1		4.311822	
ARHGEF10		4.308609	
NR3C2		4.305073	
TMEM41A		4.304389	
PRPH		4.3023915	
PECR		4.300744	
BZW2		4.2993245	
ABI3BP		4.29925	
GATA5		4.2965617	
MYO7B		4.2934847	
STEAP4		4.2909007	
HSPB1		4.290595	
MICAL2		4.2878957	
MRC1		4.287268	
LMOD1		4.286399	
SAMD4A		4.284448	
ENO2		4.283921	
CXCL11		4.2838154	
RUVBL1		4.283109	
GABBR2		4.2808285	
CRK		4.280392	
SMO		4.279508	
CMAH		4.2792554	
PCSK5		4.2768087	
TACC3		4.2761054	
TCN2		4.2758904	
NOSTRIN		4.2753863	
C20orf24		4.2747483	
GULP1		4.274402	
KCNA4		4.2725387	
RTKN2		4.2699842	
MYH2		4.2673073	
AGXT		4.2655997	
CHTF18		4.2631736	
STAB1		4.2607	
CYP46A1		4.260556	
C17orf103		4.255778	
MATN3		4.2536755	
ARHGAP5		4.2529683	
TSKS		4.2488465	
CRYBG3		4.248747	
NFKBIL2		4.247197	
SCN3B		4.237753	
KLF4		4.2372975	
NOTCH4		4.235855	
MAP6D1		4.2335052	
PBK		4.233346	
DACT2		4.2317896	
SRP9		4.2315702	
CSE1L		4.2293468	
CPNE7		4.223513	
BRIP1		4.2131457	
ZNF385D		4.2108574	
APOO		4.209951	
C3		4.2031207	
HIST2H3C		4.2012224	
CCDC50		4.201031	
PLK4		4.199975	
TUFT1		4.1985545	
AGAP11		4.1962433	
PHYHIP		4.1953464	
GYPE		4.194852	
COBLL1		4.1930985	
STX12		4.189008	
ARHGAP24		4.1850004	
SOX12		4.1822724	
CKS2		4.181575	
CCDC151		4.1808777	
BST1		4.1785984	
PER1		4.1785607	
LOC92659		4.1778436	
FAM162B		4.177055	
PCDHGA6		4.1741886	
LOC80054		4.1739883	
PHGR1		4.1736937	
PTOV1		4.1734304	
IGFBP1		4.1734223	
PACSIN1		4.172764	
AKAP7		4.1720915	
PDE7A		4.1667523	
HTR1D		4.16642	
BOP1		4.16514	
SUCNR1		4.16494	
CCDC99		4.1633677	
PTRF		4.16082	
RXRG		4.1607604	
CDC25A		4.158652	
SCN4B		4.1563478	
FAM189B		4.154174	
ICAM2		4.1532397	
POT1		4.152429	
UBA1		4.147792	
TBRG1		4.142931	
FLJ42875		4.1407847	
TMEM183A		4.1402993	
DLX4		4.128359	
APOL6		4.1275167	
KCTD5		4.1256137	
ERAP1		4.125229	
FAM13C		4.12184	
CCL23		4.119865	
GCNT3		4.116746	
MLF2		4.116176	
LRFN1		4.1155624	
BCL9		4.1128664	
CGREF1		4.110115	
CBX3		4.1097755	
RFC4		4.109544	
C1orf61		4.105628	
ELANE		4.1040883	
GYS2		4.1033974	
C5orf46		4.1023626	
KCTD13		4.0997553	
RABL5		4.099011	
ST3GAL4		4.098936	
DNAH3		4.0961027	
TLR3		4.0939703	
